@T,climate,
name,breakpoint,
desc,measured breakpoint precipitation,
,,
missing_val,-9999,
date_start,31.12.2020 00:00:00,
date_end,07.03.2023 23:59:59,
date_format,dd.MM.yyyy HH:mm:ss,
,,
unit,mm,
,,
@H,time,MRMS_17
ID,-,17
elevation,-,2622.870789
x,-,453919.5
y,-,4499492.7
,02.01.2021 17:40:00,0.007055557
,02.01.2021 17:50:00,0.026458338
,02.01.2021 18:00:00,0.026458333
,02.01.2021 18:10:00,0.031750008
,02.01.2021 18:40:00,0.009524998
,02.01.2021 18:50:00,0.011641665
,03.01.2021 20:50:00,0.009524998
,03.01.2021 21:00:00,0.011641665
,03.01.2021 21:20:00,0.009524998
,03.01.2021 21:30:00,0.021166663
,03.01.2021 21:40:00,0.011641665
,03.01.2021 21:50:00,0.012700003
,03.01.2021 22:00:00,0.033513895
,03.01.2021 22:10:00,0.049388892
,03.01.2021 22:20:00,0.056797222
,03.01.2021 22:30:00,0.09913057
,03.01.2021 22:40:00,0.133702785
,03.01.2021 22:50:00,0.086077776
,03.01.2021 23:00:00,0.056444441
,03.01.2021 23:10:00,0.148166669
,03.01.2021 23:20:00,0.061383343
,03.01.2021 23:30:00,0.015875
,03.01.2021 23:40:00,0.007408332
,03.01.2021 23:50:00,0.016933331
,05.01.2021 05:40:00,0.007055557
,05.01.2021 05:50:00,0.037747227
,05.01.2021 06:00:00,0.043038891
,05.01.2021 06:10:00,0.051152778
,05.01.2021 06:20:00,0.062441674
,05.01.2021 06:30:00,0.039863894
,05.01.2021 06:40:00,0.032808336
,05.01.2021 06:50:00,0.068791682
,05.01.2021 07:00:00,0.06914445
,05.01.2021 07:10:00,0.047272228
,05.01.2021 07:20:00,0.01481667
,05.01.2021 13:30:00,0.016933336
,05.01.2021 13:40:00,0.029280557
,05.01.2021 13:50:00,0.003174999
,05.01.2021 15:30:00,0.001058333
,05.01.2021 15:40:00,0.02010833
,05.01.2021 18:20:00,0.013758331
,05.01.2021 18:30:00,0.007408332
,09.01.2021 07:40:00,0.005291666
,09.01.2021 07:50:00,0.021166663
,09.01.2021 08:00:00,0.028222221
,09.01.2021 08:10:00,0.049388892
,09.01.2021 08:20:00,0.055738894
,09.01.2021 08:30:00,0.044450002
,09.01.2021 08:40:00,0.021166663
,09.01.2021 08:50:00,0.011641665
,09.01.2021 11:20:00,0.005291666
,09.01.2021 11:30:00,0.015874997
,09.01.2021 11:40:00,0.005291666
,09.01.2021 11:50:00,0.024694442
,09.01.2021 12:00:00,0.033513891
,09.01.2021 12:10:00,0.037747227
,09.01.2021 12:20:00,0.052211112
,09.01.2021 12:30:00,0.052563889
,09.01.2021 12:40:00,0.055033331
,09.01.2021 12:50:00,0.053269444
,09.01.2021 13:00:00,0.053974999
,09.01.2021 13:10:00,0.061030559
,09.01.2021 13:20:00,0.054327782
,09.01.2021 13:30:00,0.053974999
,09.01.2021 13:40:00,0.061030559
,09.01.2021 13:50:00,0.057502776
,09.01.2021 14:00:00,0.056444441
,09.01.2021 14:10:00,0.04268611
,09.01.2021 14:20:00,0.030691671
,09.01.2021 14:30:00,0.023636111
,09.01.2021 14:40:00,0.027163894
,09.01.2021 14:50:00,0.028222229
,09.01.2021 15:00:00,0.040216676
,09.01.2021 15:10:00,0.04833056
,09.01.2021 15:20:00,0.055033331
,09.01.2021 15:30:00,0.050094448
,09.01.2021 15:40:00,0.062794451
,09.01.2021 15:50:00,0.052563889
,09.01.2021 16:00:00,0.054680552
,09.01.2021 16:10:00,0.022577775
,09.01.2021 16:20:00,0.047977781
,09.01.2021 16:30:00,0.015874997
,09.01.2021 16:50:00,0.011994446
,09.01.2021 17:00:00,0.047272228
,09.01.2021 17:10:00,0.05538611
,09.01.2021 17:20:00,0.063500007
,09.01.2021 17:30:00,0.060325002
,09.01.2021 17:40:00,0.044450001
,09.01.2021 17:50:00,0.056091675
,09.01.2021 18:00:00,0.063500007
,09.01.2021 18:10:00,0.062088894
,09.01.2021 18:20:00,0.063500007
,09.01.2021 18:30:00,0.055033338
,09.01.2021 18:40:00,0.057502776
,09.01.2021 18:50:00,0.038452777
,09.01.2021 19:00:00,0.02328333
,09.01.2021 19:10:00,0.041980561
,09.01.2021 19:20:00,0.052211112
,09.01.2021 19:30:00,0.043038898
,09.01.2021 19:40:00,0.051152779
,09.01.2021 19:50:00,0.037041667
,09.01.2021 20:00:00,0.070555556
,09.01.2021 20:10:00,0.069497223
,09.01.2021 20:20:00,0.07408333
,09.01.2021 20:30:00,0.063500007
,09.01.2021 20:40:00,0.061736115
,09.01.2021 20:50:00,0.056444441
,09.01.2021 21:00:00,0.043744446
,09.01.2021 21:10:00,0.025047224
,09.01.2021 21:20:00,0.011641665
,10.01.2021 00:00:00,0.023988895
,10.01.2021 00:10:00,0.004233334
,13.01.2021 19:50:00,0.005291666
,13.01.2021 20:00:00,0.003174999
,13.01.2021 20:10:00,0.010230554
,13.01.2021 20:20:00,0.035277778
,13.01.2021 20:30:00,0.059619443
,13.01.2021 20:40:00,0.033161113
,13.01.2021 20:50:00,0.016933337
,13.01.2021 21:00:00,0.025399998
,13.01.2021 21:10:00,0.057150004
,13.01.2021 21:20:00,0.070908333
,13.01.2021 21:30:00,0.043391672
,13.01.2021 21:40:00,0.028575005
,13.01.2021 21:50:00,0.003174999
,13.01.2021 23:10:00,0.001763889
,13.01.2021 23:20:00,0.026811109
,13.01.2021 23:30:00,0.043391667
,13.01.2021 23:50:00,0.012699998
,14.01.2021 00:30:00,0.000705556
,14.01.2021 00:40:00,0.016227778
,16.01.2021 04:40:00,0.001058333
,16.01.2021 04:50:00,0.02010833
,16.01.2021 05:10:00,0.004233333
,17.01.2021 23:30:00,0.019755555
,17.01.2021 23:40:00,0.00987778
,18.01.2021 00:10:00,0.023283334
,18.01.2021 00:20:00,0.044097231
,18.01.2021 00:30:00,0.037041669
,18.01.2021 01:30:00,0.028575003
,18.01.2021 01:40:00,0.063500007
,18.01.2021 01:50:00,0.049741676
,18.01.2021 02:00:00,0.069850017
,18.01.2021 02:10:00,0.130527798
,18.01.2021 02:20:00,0.164394456
,18.01.2021 02:30:00,0.147108346
,18.01.2021 02:40:00,0.087841674
,18.01.2021 02:50:00,0.052563895
,18.01.2021 03:00:00,0.058561117
,18.01.2021 03:10:00,0.034925
,18.01.2021 03:20:00,0.013758331
,18.01.2021 03:30:00,0.021166663
,18.01.2021 03:40:00,0.003174999
,18.01.2021 04:20:00,0.001058333
,18.01.2021 04:30:00,0.02010833
,18.01.2021 10:30:00,0.005291666
,18.01.2021 10:40:00,0.011641665
,18.01.2021 11:00:00,0.009524998
,18.01.2021 11:10:00,0.003174999
,18.01.2021 11:40:00,0.022930556
,18.01.2021 11:50:00,0.012347222
,18.01.2021 12:40:00,0.013758331
,18.01.2021 12:50:00,0.022930555
,18.01.2021 13:00:00,0.02398889
,18.01.2021 13:10:00,0.028222229
,18.01.2021 13:20:00,0.028222229
,18.01.2021 13:30:00,0.028222229
,18.01.2021 13:40:00,0.027869451
,18.01.2021 13:50:00,0.015874997
,21.01.2021 22:20:00,0.018344449
,21.01.2021 22:30:00,0.023636111
,21.01.2021 22:40:00,0.007408332
,22.01.2021 04:00:00,0.029986111
,22.01.2021 04:10:00,0.005291667
,22.01.2021 14:30:00,0.007055557
,22.01.2021 14:40:00,0.021166672
,22.01.2021 15:50:00,0.009524998
,22.01.2021 16:00:00,0.007408332
,22.01.2021 16:10:00,0.022577781
,22.01.2021 16:20:00,0.051152785
,22.01.2021 16:30:00,0.077258349
,22.01.2021 16:40:00,0.086783345
,22.01.2021 16:50:00,0.014816668
,23.01.2021 07:30:00,0.001058333
,23.01.2021 07:40:00,0.02010833
,23.01.2021 07:50:00,0.01552222
,23.01.2021 08:00:00,0.056797219
,23.01.2021 08:10:00,0.052916671
,23.01.2021 08:20:00,0.028222221
,23.01.2021 08:30:00,0.038452779
,23.01.2021 09:10:00,0.025399998
,23.01.2021 09:20:00,0.043744446
,23.01.2021 09:30:00,0.015522226
,23.01.2021 09:40:00,0.060325003
,23.01.2021 09:50:00,0.046919447
,23.01.2021 11:40:00,0.012699998
,23.01.2021 11:50:00,0.017991664
,23.01.2021 12:00:00,0.003174999
,23.01.2021 12:30:00,0.001763889
,23.01.2021 12:40:00,0.033513889
,23.01.2021 13:40:00,0.033513889
,23.01.2021 13:50:00,0.092780559
,23.01.2021 14:00:00,0.024694449
,23.01.2021 14:20:00,0.005291666
,23.01.2021 14:30:00,0.007408332
,23.01.2021 15:30:00,0.001058333
,23.01.2021 15:40:00,0.032455555
,23.01.2021 15:50:00,0.007408332
,23.01.2021 17:20:00,0.005291666
,23.01.2021 17:30:00,0.053269447
,23.01.2021 17:40:00,0.115711127
,23.01.2021 17:50:00,0.095602788
,23.01.2021 18:00:00,0.096308342
