1,#,400,#,-23,#,11,6,3,7
2,#,56940,#,-5,#,38,44,42,49
3,#,2040,#,-23,#,1,7
4,#,180,#,-14,#,24,21,10,12
5,#,500,#,-15,#,8,13,9
6,#,71960,#,-23,#,48,11,74,-23,40,26,7,45
7,#,73520,#,-23,#,45,3,6,-23,40
8,#,420,#,-15,#,5,9
9,#,1191320,#,-15,#,13,50,31,-15
10,#,1267980,#,-14,#,-13
11,#,14480,#,-23,#,14,6,48
12,#,440,#,-14,#,4,10
13,#,1100,#,-15,#,5,9
14,#,400,#,-23,#,11
15,#,12220,#,-4,#,16,23,19,32,27
16,#,1020,#,-4,#,19
17,#,1920,#,-7,#,22,29,18
18,#,97680,#,-7,#,57,-7,111
19,#,52480,#,-4,#,71,15,16,41,27,60,-4
20,#,3880,#,-14,#,39,10,52,28,58,34
21,#,340,#,-14,#,10,24,30
22,#,6300,#,-7,#,29,18
23,#,2460,#,-4,#,41,19,36
24,#,877880,#,-14,#,30,-13
25,#,500,#,-43,#,47
26,#,7160,#,-23,#,40,6
27,#,23780,#,-4,#,32,60,19
28,#,1240600,#,-14,#,-13
29,#,4100,#,-7,#,17,22
30,#,1189360,#,-14,#,-13
31,#,1360440,#,-15,#,-15
32,#,6420,#,-4,#,27,15
33,#,1401040,#,-15,#,-15
34,#,1035400,#,-14,#,-14,-13
35,#,7380,#,-19,#,93,89
36,#,7940,#,-4,#,23,41
37,#,280,#,-12,#,91,82,115,51
38,#,1260,#,-5,#,2,42
39,#,91220,#,-14,#,20,59,28,30,-13
40,#,90900,#,-23,#,26,6,7,-23
41,#,13120,#,-4,#,36,19
42,#,7040,#,-5,#,49,2
43,#,4140,#,-15,#,81,54,33
44,#,33840,#,-5,#,72,2,49
45,#,71160,#,-23,#,7,75,74,-23
46,#,137320,#,-15,#,73,54,9,50,33,61,-15
47,#,6020,#,-43,#,25,53
48,#,20920,#,-23,#,6,11,62
49,#,59500,#,-5,#,2,42,72
50,#,1455000,#,-15,#,-15
51,#,851020,#,-12,#,-12
52,#,15400,#,-14,#,56,34
53,#,20420,#,-43,#,94
54,#,1740,#,-15,#,77,33,70,46,43
55,#,241780,#,-9,#,-9
56,#,1320,#,-14,#,39,52,83,59,58
57,#,17860,#,-7,#,18
58,#,2680,#,-14,#,56,52,20
59,#,2440,#,-14,#,56,39
60,#,59820,#,-4,#,27,19,63,-4
61,#,1467360,#,-15,#,-15
62,#,40680,#,-23,#,48,6
63,#,100220,#,-4,#,68,60,-4
64,#,3320,#,-37,#,69,128,113
65,#,840,#,-12,#,110,51,92,-12,109
66,#,8280,#,-43,#,67,126,105,99,112
67,#,1280,#,-43,#,66
68,#,101820,#,-4,#,63,-4
69,#,3500,#,-37,#,64,113
70,#,1160,#,-15,#,77,46,54
71,#,114760,#,-4,#,-4
72,#,97180,#,-5,#,-5
73,#,1747740,#,-15,#,-15
74,#,86180,#,-23,#,-23
75,#,12660,#,-23,#,95,74,45
76,#,700,#,-41,#,86
77,#,600,#,-15,#,70,46
78,#,1720,#,-41,#,97
79,#,4640,#,-9,#,55,161,220,84,117,144,87
80,#,3420,#,-8,#,90,88
81,#,1560,#,-15,#,43
