-1,-2
-2,-30
-3,-28
-4,-6
-5,-6
-6,-27
-7,-21
-8,-16
-9,-13
-10,-12
-11,-12
-12,-13
-13,-15
-14,-15
-15,-16
-16,-18
-17,-18
-18,-20
-19,-20
-20,-21
-21,-22
-22,-24
-23,-24
-24,-25
-25,-26
-26,-27
-27,-28
-28,-29
-29,-30
-30,-31
-31,0
-32,-33
-33,-2
-34,-35
-35,-29
-36,-37
-37,-28
-38,-39
-39,-26
-40,-41
-41,-25
-42,-43
-43,-22
